filename,folder #,mean_SCL,AUC_Phasic,min_peak_amplitude,max_peak_amplitude,mean_phasic_peak,sum_phasic_peak_amplitude,mean_BVPpeaks_ampl,min_BVPpeaks_ampl,max_BVPpeaks_ampl,sum_peak_ampl,HR_mean_difference,HR_variance_difference,Label
6.5,6.5,0.190196427,0.135833252,0,0,0,0,0.359097511,0.217511738,0.509352794,7.181950219,-7.588994738,22.3097776,1
6.6,6.6,0.362742775,1.609767815,0.002846003,0.023463778,0.009158022,0.073264177,0.648491464,0.001845484,6.476898452,23.99418418,-9.534068629,23.44075126,1
6.7,6.7,0.365471818,1.054987693,0.002343987,0.014661708,0.007858752,0.062870012,0.515765171,-0.092837262,2.0373297,18.05178098,-7.69355695,19.78723467,1
6.1,6.1,0.371310679,1.946414369,0.003822695,0.019569007,0.009623533,0.076988261,0.826715332,0.08425454,5.346550115,28.10832127,5.960529072,19.3274933,0
6.11,6.11,0.419767817,0.563124993,0.002993229,0.002993229,0.002993229,0.002993229,1.446088553,0.537991403,4.553630823,7.230442766,9.191640183,23.73944167,0
6.12,6.12,0.493363677,0.232693191,0,0,0,0,0.69202945,0.110165662,3.300155953,10.38044175,9.891554713,23.46565855,0
6.13,6.13,0.389397632,1.490858285,0.001923567,0.00749555,0.004443719,0.013331156,0.754140812,0.066915519,1.769841202,18.8535203,10.07511241,22.99752796,1
6.14,6.14,0.414859834,0.581635945,0,0,0,0,0.539376793,0.009833123,1.480727632,9.708782269,5.171362405,22.24068112,1
6.15,6.15,0.482782025,0.209424421,0.009885807,0.025997409,0.01545243,0.04635729,0.909736681,0.216147995,2.695043589,6.368156768,4.626719548,23.66687064,1
6.16,6.16,0.573799823,0.812275055,0.002796266,0.01775399,0.010161819,0.040647274,0.606575164,-0.106669515,1.456375074,16.9841046,2.845462405,21.67779712,1
6.17,6.17,0.44092737,3.426102265,0.003807054,0.035793965,0.014478535,0.144785345,1.313476639,0.279075005,3.877993451,53.85254219,-1.252804261,21.2708554,1
6.18,6.18,0.626442515,0.552902118,0.002378316,0.013896313,0.009370717,0.037482867,1.455311054,0.504677103,3.807273623,18.91904371,-6.256970928,23.68378006,1
6.19,6.19,0.595667831,0.252065003,0.015072674,0.019020799,0.017046736,0.034093473,2.235981634,0.837625278,4.375370098,6.707944901,-6.178137595,23.74099112,1
6.2,6.2,0.625248297,0.054453241,0.001490925,0.001490925,0.001490925,0.001490925,0.526009944,0.387784824,0.608516411,2.104039777,-6.319470928,23.73362778,1
6.21,6.21,0.647884531,0.258461742,0,0,0,0,1.246163792,0.946529917,1.545797667,2.492327585,-6.803637595,23.71058255,0
6.22,6.22,0.669409238,0.45074485,0.002351398,0.009752442,0.007047007,0.035235033,0.484169686,0.152636523,1.146805355,9.199224033,-7.106762595,23.6950282,0
6.25,6.25,0.78031741,0.630263364,0.003934812,0.02228204,0.014591218,0.058364874,3.372759046,1.140960741,5.594751387,20.23655428,-4.581137595,23.64663445,1
6.27,6.27,0.973673151,2.170385966,0.001493904,0.010741229,0.006077687,0.109398373,1.414903726,-0.489102088,6.188369343,97.62835711,0.045314018,23.29910096,1
6.3,6.3,1.119401938,0.422177455,0.011528957,0.014541371,0.01266833,0.03800499,1.308814807,0.023665376,3.736748614,15.70577768,0.464862405,23.72060667,0
6.33,6.33,1.166244134,0.925693464,0.004101919,0.004101919,0.004101919,0.004101919,1.080701273,-0.430850769,6.130897306,28.0982331,-7.349887595,15.97958449,0
6.34,6.34,1.179081916,1.464846268,0.001787403,0.003687313,0.00279255,0.00837765,0.647416813,-0.051145683,2.367745208,33.66567426,-7.375228504,3.794759637,1
6.37,6.37,1.28270524,0.606196435,0.002355914,0.003987966,0.00317194,0.00634388,2.069215316,0.785413393,3.504132979,12.4152919,-8.607716542,23.57292486,1
7.1,7.1,0.469205718,1.622444679,0.029306263,0.060277499,0.044791881,0.089583762,0.96322626,0.717606652,2.281518141,20.22775147,-13.62839999,26.34718728,1
7.2,7.2,0.544387798,0.570740583,0.023266629,0.077624626,0.050445628,0.100891255,0.766202914,0.30774096,0.866442673,11.49304371,-15.33811427,27.1000169,1
7.3,7.3,0.623148535,-0.092279236,0,0,0,0,0.829728349,0.164571285,0.983295319,11.61619688,-14.92800316,27.14643523,1
7.4,7.4,0.527848585,0.917514457,0.008661381,0.034832079,0.0196776,0.059032801,0.980376292,0.582243942,4.521613583,32.35241763,-12.21433166,23.06049071,1
7.7,7.7,0.231116665,18.07162494,0.045468317,0.217474398,0.110057386,0.550286929,1.308828061,-0.160425137,5.593938079,70.67671528,3.496361918,27.09814353,1
7.8,7.8,0.460677954,3.212820294,0.012614811,0.08592616,0.043002787,0.172011149,0.878465181,-0.017255462,2.496965207,40.40939831,3.233385727,26.74272296,1
7.9,7.9,0.532855163,0.107495872,0.005150164,0.007806792,0.006478478,0.012956956,0.883644276,0.621782445,1.021574634,20.32381834,2.509010727,27.16106843,1
7.1,7.1,0.49255737,2.13727661,0.103835352,0.103835352,0.103835352,0.103835352,0.886387116,0.669001995,1.078741769,20.38690366,1.640885727,27.10695135,1
7.11,7.11,0.494778392,1.122569327,0.013157886,0.013157886,0.013157886,0.013157886,0.886488946,0.391225124,1.319750351,13.29733418,1.035885727,27.19006579,1
7.13,7.13,0.479359842,7.114245842,0,0,0,0,0.78182524,0.242892778,1.417085583,24.23658242,-0.937750636,26.96662091,1
7.14,7.14,0.564215074,1.866355111,0.009536927,0.009536927,0.009536927,0.009536927,0.870660953,0.425978712,1.403612271,10.44793143,-0.69689205,27.1950019,1
7.15,7.15,0.355225387,11.95537663,0.026139535,0.182817956,0.097847199,0.391388796,1.140464201,0.646210693,4.580543581,58.16367427,1.29930678,26.57847931,1
7.16,7.16,0.514962567,1.759654067,0,0,0,0,1.165100166,0.617627125,3.945283238,26.79730382,0.856148885,26.90934503,1
7.18,7.18,0.72873447,-0.019560257,0,0,0,0,0.974648894,0.826652332,1.154418967,2.923946683,7.220885727,27.19420468,1
7.19,7.19,0.747836875,-0.018768641,0,0,0,0,1.090326298,0.893892971,1.205793837,5.451631491,7.580885727,27.18467135,1
7.2,7.2,0.763232855,0.161480386,0.000648345,0.000648345,0.000648345,0.000648345,0.891962216,0.470176211,1.413811694,13.37943324,7.774219061,27.1980471,1
7.23,7.23,0.943179298,0.114597289,0,0,0,0,1.968169209,1.118909866,3.117744888,7.872676834,5.185885727,27.18480135,1
7.24,7.24,0.959365429,0.223947337,0.007905265,0.013354871,0.010630068,0.021260136,0.916969248,0.217205343,2.201307866,17.42241571,4.388028585,26.76129552,1
7.27,7.27,0.98283865,10.1678645,0.014410309,0.142427845,0.051314193,0.359199348,0.965265172,0.172504169,3.754390338,102.3181082,5.128885727,22.48009059,1
7.28,7.28,1.071145423,0.563821006,0.00307963,0.028887127,0.014018433,0.042055299,0.902568342,0.26467673,1.245458259,26.17448192,5.661385727,26.92310845,1
7.29,7.29,0.551803098,20.29100078,0.018665218,0.111618512,0.052808588,0.475277288,1.126147573,0.090405112,4.349356666,54.05508352,1.069860086,24.12640927,1
7.3,7.3,0.970734488,3.550350412,0.002948021,0.028436877,0.014590962,0.145909623,1.037184368,-0.295536009,4.176470154,62.23106205,-1.599331664,26.6407625,1
7.31,7.31,1.157505292,0.964452719,0,0,0,0,1.024848522,0.441844481,3.706667113,26.64606158,-0.699114273,26.80374503,1
7.32,7.32,1.195646996,2.052641178,0.013472594,0.013472594,0.013472594,0.013472594,1.153477313,0.364152582,4.869023551,26.52997821,1.073663505,27.1818854,1
7.33,7.33,1.208739281,1.067105472,0.003043139,0.021811423,0.009252982,0.046264912,0.718567746,0.275631666,2.41171818,35.20981957,1.579171442,27.16799202,1
7.34,7.34,1.11075988,2.230994995,0.01346723,0.01346723,0.01346723,0.01346723,1.030159498,0.14404652,5.765187647,46.35717739,2.582944551,26.72993935,1
7.35,7.35,1.007294006,1.173411784,0.010423532,0.010423532,0.010423532,0.010423532,0.923178086,0.244403803,2.829768594,25.84898641,0.500431182,26.18423823,1
7.36,7.36,0.841450109,11.68327307,0.01166815,0.109660544,0.039522902,0.395229016,1.385413441,0.277898204,3.839889203,73.42691237,4.912703909,22.88761426,1
