folder #,filename,mean_SCL,AUC_Phasic,min_peak_amplitude,max_peak_amplitude,mean_phasic_peak,sum_phasic_peak_amplitude,mean_BVPpeaks_ampl,min_BVPpeaks_ampl,max_BVPpeaks_ampl,sum_peak_ampl,HR_mean_difference,HR_variance_difference,chroma_stft,mel,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Label
20.4,32-04.wav,0.155407,0.442199,0,0,0,0,0.042506,0.033764,0.051009,0.255037,46.6967,971.3713,0.355768353,0.030885529,-502.17,98.23177,-4.07565,38.75937,-6.52287,5.341121,-28.9252,0.851083,-14.1217,-2.94686,-6.72133,-5.52345,4.202454,-10.1837,1.972114,-8.86224,1.578424,-7.65461,-2.51189,-5.33615,1
20.5,32-05.wav,-0.16832,9.628257,0.006117,0.05998,0.02665,0.293152,0.104409,-0.04743,1.846567,4.071937,32.2367,944.2381,0.348708838,0.087228984,-398.382,139.8986,1.513836,23.85357,-10.7878,-0.90063,-29.0179,-3.96897,-11.5016,-4.30428,-5.2686,-8.19949,0.57643,-7.95338,1.089752,-7.7865,-2.62326,-7.52403,-4.18298,-8.10998,1
20.6,32-06.wav,0.119626,8.570473,0.003007,0.010081,0.006466,0.071122,0.043363,0.006102,0.091964,3.555799,25.69661,956.7156,0.35109517,0.065745287,-420.153,137.1423,-2.93653,29.69299,-3.46919,-7.14812,-29.6174,-2.70961,-10.1952,-4.9176,-4.94763,-9.28058,-0.86601,-6.96187,0.638117,-7.35245,-3.43391,-7.63316,-5.12993,-7.96809,1
20.7,32-07.wav,0.17147,8.035194,0.005261,0.035276,0.017394,0.330482,0.049757,0.016161,0.090886,2.985428,30.3147,972.6686,0.363799095,0.055035114,-429.559,142.2879,-6.26067,35.2648,-7.91919,-0.36273,-31.7521,-1.23538,-12.3112,-4.53842,-5.55087,-10.2586,-0.30864,-8.91945,2.222931,-8.21824,-2.48231,-8.88038,-3.83726,-7.7415,1
20.9,32-09.wav,0.228885,7.563449,0.00401,0.016429,0.007968,0.079684,0.040728,0.015442,0.089808,2.443671,30.47487,972.0056,0.364550591,0.064272769,-413.771,132.1912,-2.54658,30.73197,-2.80517,-4.30954,-28.3286,-3.05426,-11.0262,-5.38905,-4.47401,-9.44454,-1.23134,-6.44916,0.046875,-7.32767,-2.51746,-8.0212,-3.98781,-7.39309,1
20.1,32-10.wav,0.30771,3.199717,0.004657,0.008335,0.006075,0.030376,0.048023,0.02155,0.210518,1.392667,20.17228,971.7098,0.365459234,0.071768157,-413.062,138.1572,-3.84573,37.88125,-10.6189,1.906284,-30.5963,0.968619,-12.3751,-4.94752,-6.56263,-10.3208,2.743655,-9.16176,-1.06002,-8.19679,-0.36017,-10.6426,-5.36182,-8.69397,1
20.11,32-11.wav,0.374069,2.049081,0.011258,0.043862,0.01902,0.11412,0.04471,0.02119,0.096634,1.341288,18.34492,975.7732,0.31307286,0.083026156,-411.552,138.045,-3.70532,39.77049,-13.1051,-2.94287,-34.5291,0.266394,-13.7551,-6.79272,-5.00156,-10.4119,0.937104,-9.6733,1.734564,-7.70156,-1.38411,-7.75181,-4.52104,-8.33977,1
20.13,32-13.wav,0.334409,5.209064,0.004663,0.010806,0.00625,0.037499,0.039933,0.018316,0.068253,1.397662,30.59098,969.9263,0.360705554,0.078718439,-407.237,136.1662,-1.97847,33.53467,-8.57448,-6.69909,-27.6256,-0.24767,-13.0116,-7.2851,-3.77292,-9.70794,-1.13653,-6.30659,0.616767,-8.17301,-2.69151,-8.1252,-5.10414,-7.79739,1
20.14,32-14.wav,0.304054,1.939672,0.010724,0.046228,0.023686,0.142113,0.058517,0.022268,0.136871,0.58517,34.81103,974.8329,0.344649673,0.047717605,-461.121,127.0247,-14.2751,41.40147,-15.5903,-1.0596,-35.9065,3.480477,-14.8452,-3.53172,-4.79351,-10.1456,2.800904,-8.45982,4.324174,-8.47742,2.355121,-7.86183,-3.77096,-6.83149,1
20.15,32-15.wav,0.353323,1.258046,0.003655,0.003655,0.003655,0.003655,0.042823,0.027298,0.074719,0.599517,36.1152,975.7328,0.448136717,0.011728534,-509.509,183.3138,-25.1751,56.80267,-10.2994,2.053446,3.524904,-24.5206,0.777958,-11.3883,-4.93539,-10.6289,-6.46545,2.06824,-10.7172,-4.48959,-5.35722,-8.39485,-4.76237,-5.72694,0
20.19,32-19.wav,0.386973,1.109372,0.011811,0.037842,0.025075,0.1003,0.045564,0.015802,0.07436,0.592338,21.0737,975.8192,0.384015232,0.091859221,-413.952,158.814,-14.8487,28.24121,-21.0137,0.336045,-21.5516,-2.92115,-8.77113,-3.89492,-4.12888,-8.71486,-4.15923,-8.1527,-1.5112,-6.61026,-2.51889,-8.31439,-4.32453,-6.93412,1
20.2,32-20.wav,0.381766,2.14083,0.004106,0.005543,0.004604,0.018415,0.041617,0.023346,0.072205,0.873948,20.53895,975.0845,0.283419371,0.050969284,-447.576,143.872,-8.75644,44.43734,-3.82301,2.284646,-39.6066,-3.90524,-12.5655,-3.40405,-7.23674,-12.4127,0.815376,-7.31628,1.637212,-9.7008,-0.84662,-9.52133,-2.80939,-9.15293,1
20.22,32-22.wav,0.301119,4.754197,0.006369,0.009771,0.008277,0.041384,0.04293,0.015442,0.117112,1.502565,-1.25768,915.8076,0.36926502,0.049066935,-433.893,143.2955,-3.44178,38.5876,-9.65154,-1.14614,-28.442,4.175873,-13.0534,-5.9579,-6.52327,-10.4684,0.497031,-8.72357,1.072904,-9.88936,-1.48151,-8.6291,-4.85185,-8.68845,1
20.23,32-23.wav,0.379627,2.44519,0.007335,0.021655,0.01203,0.096241,0.041997,0.027657,0.068253,1.007933,-22.7503,958.476,0.407186091,0.062185444,-439.05,142.7857,5.587513,23.8097,-6.09064,-2.6582,-16.2147,-4.6077,-5.52894,-6.40763,-5.80102,-9.6864,-4.64135,-5.90611,-2.90133,-5.42382,-4.88764,-6.44677,-5.62547,-7.6255,0
20.24,32-24.wav,0.404569,2.468651,0.003192,0.021143,0.013688,0.109502,0.043917,0.024424,0.084779,1.010094,-37.7718,955.9885,0.344571173,0.061125662,-430.03,137.5839,1.467459,28.00436,-6.97389,0.208813,-39.3938,-10.1841,-11.5085,-3.32773,-3.68432,-8.75057,1.784882,-7.17536,1.701113,-7.87451,-4.64338,-7.8402,-3.19712,-8.81758,0
20.27,32-27.wav,0.253976,6.508636,0.004736,0.00661,0.005672,0.022687,0.061113,0.046338,0.081905,0.488901,-30.1453,971.3549,0.423685461,0.013695364,-531.995,115.5979,9.369489,28.37009,-4.76712,13.28206,-14.9183,0.212595,-12.5707,1.568219,-6.29772,-10.5999,-0.71112,-10.227,-0.49391,-10.0373,-0.58866,-7.70868,-3.03723,-6.28662,1
20.28,32-28.wav,-0.01088,26.29177,0.020212,0.031826,0.026019,0.052038,0.040506,0.017957,0.075438,2.956972,-24.306,974.7217,0.349711567,0.099844486,-418.416,134.8834,5.660391,29.90796,-2.85367,-10.5307,-26.1261,-4.60693,-10.1001,-8.42357,-8.48859,-7.71068,-0.9561,-6.85129,0.11243,-7.86128,-4.03771,-5.50902,-6.0929,-7.90602,1
20.29,32-29.wav,0.28971,5.09946,0.004137,0.036218,0.01676,0.234642,0.040119,0.012927,0.078671,1.925693,-17.8649,966.8299,0.370101303,0.073712498,-411.026,142.9673,1.844436,25.74339,-3.70201,-3.60947,-28.1414,-6.12711,-9.52678,-6.27378,-7.04644,-8.45721,-3.0352,-8.13264,1.107216,-8.16053,-4.8218,-6.88162,-4.69466,-7.71215,1
20.31,32-31.wav,0.331355,10.06364,0.002858,0.009388,0.005656,0.101805,0.037391,0.011131,0.068971,5.159913,-37.6334,720.1813,0.379339248,0.050089024,-428.375,131.5769,4.794242,32.69754,-0.45755,-4.24793,-25.8853,-4.58148,-10.3628,-7.60665,-5.81179,-8.58419,-2.67678,-6.78136,-0.18598,-7.97196,-3.85523,-6.42241,-4.68807,-8.17889,1
20.33,32-33.wav,0.34074,1.168764,0.002239,0.01945,0.011633,0.069801,0.043917,0.024424,0.06969,1.010094,-49.374,969.7369,0.365671962,0.057214286,-431.744,159.6338,-10.5769,38.45981,-9.40471,3.473024,-29.7411,-6.60153,-7.99048,-7.92585,-2.03706,-8.72476,-1.66485,-7.95638,-2.51722,-7.13111,-4.40286,-6.28143,-5.87603,-7.40001,1
20.34,32-34.wav,0.339771,9.523104,0.004975,0.047768,0.017144,0.445733,0.129946,0.017239,2.753328,8.966262,-40.1634,727.2183,0.351405919,0.067213714,-407.889,126.5268,10.0016,24.84424,0.890508,-0.97717,-27.9066,-6.1298,-10.4374,-8.42585,-7.55622,-7.22117,-0.82592,-9.1214,-1.07883,-7.86016,-4.41096,-5.40215,-5.86952,-7.31212,1
20.35,32-35.wav,0.392973,3.432728,0.003338,0.008587,0.005041,0.020165,0.046518,0.033046,0.061427,0.372143,10.31803,916.164,0.409681052,0.014999374,-505.495,126.2838,6.300457,38.23579,-4.24262,14.94099,-24.7352,2.822083,-14.0797,-3.29406,-7.20067,-8.93417,-0.02359,-11.0885,1.88704,-11.8512,-0.50536,-8.76084,-2.77505,-6.46426,1
20.37,32-37.wav,0.468766,1.455141,0.00485,0.00485,0.00485,0.00485,0.058373,0.051727,0.06502,0.116747,5.334576,953.2947,0.372005135,0.054397233,-437.417,159.2331,-8.59271,37.3906,-8.72035,3.624937,-27.902,-6.50012,-7.42272,-7.9008,-2.40744,-8.43872,-2.41644,-8.20784,-2.74571,-6.96474,-4.25139,-6.08109,-5.53856,-7.07246,1
20.38,32-38.wav,0.470141,9.044817,0.004478,0.012942,0.008123,0.081232,0.03724,0.01149,0.072564,3.202628,-32.2846,740.1246,0.391461283,0.057676911,-416.152,127.8527,1.403034,29.80225,-3.91361,3.973834,-22.1145,-5.09596,-13.27,-3.69432,-5.39971,-8.60692,-1.17658,-9.42059,-0.47349,-9.06225,-3.52541,-6.85188,-4.10745,-7.73349,1
21.32,33-32.wav,-0.00302,1.950693,0.003682,0.033466,0.02027,0.08108,0.532758,0.21044,1.177763,4.794825,8.053137,119.191,0.389054865,0.255176961,-419.23,112.4642,1.963222,15.66716,-0.21322,-2.88623,-18.0457,-1.34135,-9.15238,-5.22205,-2.89388,-3.26685,-2.04679,-6.76769,0.486302,-5.87684,-1.43001,-6.75939,-4.6647,-4.40944,0
21.33,33-33.wav,-0.30984,16.17797,0.00853,0.080093,0.042526,0.425264,1.683562,0.097199,4.459161,48.82329,14.20745,115.2626,0.36774376,0.099657029,-509.069,86.28757,1.098337,14.1665,5.083868,8.781156,-14.816,-4.97954,-8.46873,-2.28016,-2.74404,-3.07324,-0.38316,-6.46391,0.318386,-5.00546,-0.3597,-5.06612,-3.3158,-2.91702,0
